no,ELE,SLP,TMP,PPT,AREA,LON,LAT,Cluster
US_0001701,26.47,0.06,22.83,1317.18,72.7,-81.20784299,28.6199987,2
US_0001712,12.288664,0.049380293,22.98290473,1314.784707,7034.983,-81.3242323,28.83804694,2
US_0001717,13.304479,0.066315864,22.85678233,1321.945842,8930.325,-81.5220157,29.16692445,2
US_0001737,6.888080662,0.038142714,21.62136807,1296.727607,316.6728,-81.4867442,29.72969147,5
US_0001762,33.15449726,0.066909504,22.97393183,1310.932821,468.8511,-81.54368439,28.27584517,2
US_0001778,16.13527586,0.03588393,23.37131774,1288.00674,639.1537,-80.7980556,27.20666667,2
US_0001805,36.8,0.05,23.2,1393.32,42,-82.0234197,27.4872613,2
US_0001820,7.780641079,0.0581707,23.30619709,1390.962821,13.8476,-82.5442639,27.3678222,2
US_0001825,11.26987631,0.062242598,23.30495081,1417.073504,182.2021,-82.4875958,27.44143074,2
US_0001827,36.85,0.16,23.16,1394.95,31.4,-82.1978672,27.70475366,2
US_0001829,31.52196666,0.053933125,23.1598296,1394.690064,91.02328,-82.294258,27.6494778,2
US_0001835,39.38,0.12,23.15,1391.66,107,-82.1175877,27.79669525,2
US_0001846,32.19393423,0.100926024,23.03899618,1385.951923,66.9434,-82.2453678,28.02835317,2
US_0001856,13.17234712,0.0514568,22.73141025,1370.268376,32.4395,-82.5450963,28.01390775,2
US_0001857,17.24503303,0.039853629,22.79366117,1387.111538,63.1327,-82.5658333,28.06583333,2
US_0001870,8.15,0.07,22.73,1396.35,4.43,-82.710378,28.16251317,2
US_0001900,75.71429012,0.099657518,19.55987676,1198.041026,1224.772,-83.2684865,30.9526998,5
US_0001903,69.92,0.14,19.49,1260.52,269,-83.5625,30.82555556,5
US_0001908,59.94531107,0.095679546,19.77728677,1261.057379,18792.4,-83.24958439,30.2449425,5
US_0001930,22.21,0.05,20.29,1561.08,102,-84.4943482,30.12936856,5
US_0001935,80.20026731,0.130451324,19.82927342,1412.008974,44.80471,-84.4969444,30.73555556,5
US_0001937,71.16,0.18,19.79,1444.73,305,-84.5235206,30.5124192,5
US_0001940,65.56587488,0.173473874,19.7819834,1406.950321,5321.62,-84.6679637,30.17658934,5
US_0001941,18.4655642,0.046116483,20.2905985,1562.065641,438.6776,-84.843799,30.03881356,5
US_0001942,766.14,3.13,13.87,1694.98,44.7,-83.72888889,34.7008333,10
US_0001953,305.4962987,0.460226,16.89999999,1370.839744,23.38819,-84.2649225,33.96510067,5
US_0001969,295.127039,0.275382007,16.89999979,1333.639487,94.2229,-84.4393734,33.83843787,5
US_0001972,293.92,0.32,16.71,1309.7,31.5,-84.52138889,33.8033333,5
US_0001973,281.0672913,0.31525951,16.80491447,1298.006731,87.5781,-84.5682657,33.74344087,5
US_0001977,388.95,0.6,15.92,1418.88,2060,-84.6736111,33.65666667,5
US_0001984,245.25,0.26,17.38,1346.14,127,-84.9877161,33.2353974,5
US_0001991,155.85,0.39,18.28,1253.12,342,-84.8199281,32.41347774,5
US_0001996,113.4,0.26,18.67,1329.34,112,-85.2957704,32.0176572,5
US_0002001,274.91,0.23,17.09,1294.98,127,-84.3847222,33.41555556,5
US_0002008,273.54,0.24,17.27,1312.68,101,-84.5222222,33.31916667,5
US_0002021,138.31,0.26,18.69,1232.51,527,-84.2533333,31.76444444,5
US_0002035,57.24921137,0.080276385,19.43685889,1347.405915,1520.289,-84.7490864,30.90407668,5
US_0002046,103.45,0.27,19.06,1328.62,21.4,-85.9582737,31.27239318,5
US_0002070,122.62,0.25,18.62,1392.04,442,-86.40551809,31.59627177,5
US_0002082,31.78,0.19,19.77,1691.78,27.8,-87.3358086,30.49825159,5
US_0002086,44.09,0.2,19.65,1707.81,192,-87.5472057,30.6057484,5
US_0002093,497.07,0.96,14.01,1585.92,9.99,-84.4688155,34.57036618,5
US_0002094,418.2,0.81,15.21,1535.52,119,-84.6111111,34.52277778,5
US_0002098,419.74,1.36,15.18,1516.8,252,-84.8507749,34.82785726,5
US_0002099,674.7088386,3.42544,15.15512809,1609.655128,24.5366,-84.7213262,34.8720238,10
US_0002102,444.51,3.81,15.16,1538.59,64,-84.77,34.71666667,10
US_0002108,274.57,1.04,15.9,1431.68,16.6,-85.26388889,34.37166667,5
US_0002130,264.8,0.38,15.94,1372.03,33.1,-84.8897222,34.24277778,5
US_0002143,245.61,0.76,16.47,1444.22,141,-86.2627559,33.8398211,5
US_0002152,249.94,0.54,17.42,1460.02,263,-86.2702507,32.9167896,5
US_0002160,332.93,0.37,16.48,1415.53,406,-85.399118,33.43733498,5
US_0002162,305.37,0.43,16.81,1418.76,2058,-85.7396808,32.97734526,5
US_0002168,221.48,0.34,17.43,1401.42,4646,-86.1955222,32.43985898,5
US_0002174,289.7479131,0.550491,16.57585484,1457.861111,45.3605,-86.599431,33.62232504,5
US_0002175,237.77,0.51,16.67,1433.04,140,-86.7127653,33.4817724,5
US_0002176,214.59,0.3,16.58,1424.46,17,-86.5624847,33.53454886,5
US_0002177,216.1669385,0.407879037,16.80000019,1423.830769,64.3124,-86.6141521,33.4998273,5
US_0002180,222.74,0.49,16.86,1431.71,226,-86.7841551,33.3692767,5
US_0002183,206.93,0.51,16.98,1434.56,335,-86.8824901,33.28455786,5
US_0002187,147.41,0.39,17.62,1439.93,1480,-87.198884,32.5293002,5
US_0002190,90.51,0.24,18.58,1429.21,261,-87.0683187,31.99625809,5
US_0002192,205.22,0.48,17.08,1409.13,21473,-87.550548,31.61515849,5
US_0002198,149.25,0.37,16.72,1467.91,15.7,-88.2836111,34.46666667,5
US_0002201,126.24,0.26,16.72,1468.29,19.1,-88.3711111,34.30444444,5
US_0002202,178.6895654,0.324193126,16.6890763,1482.315242,366.6233,-88.2716667,34.23916667,5
US_0002208,164.86,0.34,16.89,1492.59,798,-88.3152778,33.79,5
US_0002223,61.64,0.13,18.02,1403.39,158,-88.3119761,32.80707585,5
US_0002226,254.19,0.48,15.81,1466.76,13,-86.60777,34.0798198,5
US_0002228,228.43,0.49,16.12,1471.57,487,-86.9222211,33.87204689,5
US_0002229,253.3,0.37,16.32,1495.25,92.1,-87.3989084,34.28537757,5
US_0002232,150.8120195,0.366773451,17.04212472,1483.086126,391.0113,-87.3269483,33.7417756,5
US_0002237,247.54,0.68,16.58,1448.22,27.4,-86.6961013,33.71121273,5
US_0002242,208.05,0.52,16.8,1426.94,26,-86.8174907,33.54260504,5
US_0002244,195.89,0.41,16.8,1433.38,52.2,-86.9258266,33.5481615,5
US_0002248,195.24,0.42,16.65,1457.05,4219,-87.4491703,33.25317258,5
US_0002250,136.44,0.48,17.76,1467.68,6.16,-87.5105601,33.41344824,5
US_0002251,114.44,0.26,17.62,1476.94,57.2,-87.6425091,33.42483704,5
US_0002255,99.27,0.14,18.25,1431.3,32.3,-87.6222295,32.99734636,5
US_0002260,115.37,0.27,17.52,1442.84,18417,-88.1291763,31.75849066,5
US_0002262,112.09,0.22,18.86,1510.17,10.5,-87.7472247,31.86404249,5
US_0002264,36.08843014,0.231495212,19.96011406,1681.622436,47.4879,-88.1813906,30.50075106,5
US_0002267,114.8,0.28,18.94,1519.55,257,-89.4333333,31.48916667,5
US_0002272,102.91,0.24,18.9,1518.32,2542,-89.0530556,31.22166667,5
US_0002278,127.5,0.26,18.09,1456.79,342,-88.7536111,32.29833333,5
US_0002280,103.67,0.23,18.58,1503.57,492,-88.5191667,31.69416667,5
US_0002283,91.32,0.25,19.59,1592.35,355,-89.2041667,31.05194444,5
US_0002284,66.3,0.21,19.51,1600.38,52.6,-89.0166667,31.02527778,5
US_0002285,77.13,0.25,19.65,1593.04,701,-88.9136111,30.85333333,5
US_0002286,61.43,0.24,19.82,1628.61,441,-88.7811111,30.7361111,5
US_0002288,63.32,0.23,19.35,1597.94,20.4,-88.3619574,31.16101118,5
US_0002290,59.8,0.23,19.53,1605.85,562,-88.4586274,30.8118552,5
US_0002291,68.65509503,0.21072466,19.93226506,1662.124679,73.3582,-88.3338988,30.85601968,5
US_0002292,62.38745422,0.219308,19.93226531,1679.605128,15.9679,-88.3188979,30.78018805,5
US_0002293,61.52911546,0.077470936,19.93226531,1686.216667,23.6898,-88.2763955,30.7260225,5
US_0002295,65.42,0.25,19.86,1623.74,308,-89.2744444,30.4836111,5
US_0002296,146.61,0.18,17.64,1447.49,520,-89.0977778,32.84138889,5
US_0002298,144.18,0.2,17.65,1454.45,1346,-89.5263889,32.7072222,5
US_0002299,137.22,0.18,17.93,1466.14,411,-89.465,32.58833333,5
US_0002300,140.14,0.2,17.79,1457.31,1981,-89.6461111,32.6672222,5
US_0002308,115.52,0.29,19.08,1565.67,130,-89.9736111,31.47055556,5
US_0002314,56.59238425,0.211299533,19.97564135,1602.097924,242.9783,-89.5947222,30.57416667,5
US_0002315,59.56,0.2,19.98,1603.65,175,-89.6861111,30.6622222,5
US_0002380,506.02,0.88,10.28,1244.64,96.8,-79.9934094,39.33648107,12
US_0002388,448.01,0.91,10.96,1166.85,11,-79.95506418,39.6081377,12
US_0002391,1028.776917,1.165401826,10.0009403,1234.750801,149.7898,-79.4197715,39.14010775,8
US_0002437,320.92,0.28,10.17,1050.55,854,-80.75702408,41.17255756,12
US_0002440,320.63,0.29,10.16,1049.67,978,-80.6625755,41.10505807,12
US_0002446,316.88,0.46,10.02,1064.8,96.7,-80.58812999,41.44283235,12
US_0002460,339.84,0.39,11.08,1017.61,97.7,-80.8084198,40.0670164,12
US_0002555,797.06,1.32,12.17,1169.05,6687,-81.07648838,37.95511285,12
US_0002560,976.49,1.6,10.31,1338.76,529,-80.6409242,38.29094494,10
US_0002573,617.34,2.13,11.85,1221.34,62.8,-81.524278,37.9662186,10
US_0002585,576.36,1.12,12.1,1197.76,833,-81.9759574,37.84232616,12
US_0002589,342.03,0.42,13.37,1231.57,37.9,-82.3059722,38.0118333,12
US_0002611,543.41,1.02,12.31,1181.94,936,-82.2801408,37.67315699,12
US_0002630,350.3058417,0.27628963,10.60961557,1048.465919,225.3869,-82.8512892,40.2361735,12
US_0002638,271.9062691,0.106570665,11.21709432,1018.281197,45.9331,-83.1573333,39.8478333,12
US_0002641,299.3,0.14,11.21,1035.34,277,-83.2129682,39.6206174,12
US_0002645,310.92,0.15,11.5,1069.22,570,-83.3493577,39.25228728,12
US_0002648,297.32,0.29,11.54,1062.93,1136,-82.9782349,39.3203421,12
US_0002653,301.39,0.72,12.41,1148.37,12.2,-83.21573648,38.64368745,12
US_0002665,292.75,0.16,12.26,1146.25,352,-84.1754907,39.06006314,12
US_0002675,283.3859626,0.551400781,13.0076927,1238.992308,20.30096,-83.5893567,38.24730198,12
US_0002678,260.5,0.33,12.86,1191.42,226,-84.0202056,38.5947955,12
US_0002693,362.6976088,0.516337031,10.42670957,976.3011966,127.548,-83.9124371,40.31116317,12
US_0002695,300.17,0.11,10.67,952.4,152,-84.3838383,40.30699246,12
US_0002698,313.73,0.16,10.58,979.5,926,-84.1977209,40.04033169,12
US_0002706,346.64,0.32,10.57,1013.36,310,-83.8315962,39.9642265,12
US_0002714,311.323239,0.225139332,10.91267441,1018.043136,7030.208,-84.2868854,39.6067252,12
US_0002715,316.43,0.19,11.18,1057.58,197,-84.5249498,39.70783125,12
US_0002717,324.57,0.3,11.09,1084.16,69,-84.6443964,39.6292196,12
US_0002725,331.7,0.29,11.06,1079.95,200,-84.9596837,39.7325477,12
US_0002745,338.7,0.46,13.95,1279.36,77.3,-83.8101979,37.5006422,5
US_0002763,299.7294603,0.224507092,13.25641053,1234.37735,61.21393,-84.4132694,38.07646608,12
US_0002765,284.173951,0.1853721,13.1797278,1221.836126,378.4807,-84.562998,38.2195187,12
US_0002769,292.77,0.18,13.28,1232.1,9.57,-84.5543852,38.06674334,12
US_0002770,288.7,0.2,13.17,1230.48,30,-84.5879977,38.103687,12
US_0002791,142.9386701,0.218682961,13.63247889,1217.047756,61.1296,-85.8669086,38.1775699,5
US_0002794,259.7551033,0.207702584,13.36732427,1282.203358,455.8674,-85.0605085,38.00201594,12
US_0002799,234.26,0.24,12.79,1273.98,79.9,-85.4674592,38.28534776,12
US_0002802,206.1735981,0.207589537,13.63247889,1266.050641,30.9079,-85.5421797,38.16006729,5
US_0002807,202.7909851,0.439689428,13.69316253,1297.971795,20.72689,-85.6535688,37.92784138,5
US_0002819,231.97,0.35,13.36,1230.42,37.1,-86.0880244,38.12034748,12
US_0002884,232.47,0.08,10.46,1015.3,1869,-86.7703333,40.59391667,12
US_0002900,203.6225548,0.135256,11.71794901,1043.289744,12.06314,-87.6427989,40.26531416,12
US_0003020,628.18,1.97,13.71,1323.22,55.8,-83.2574012,36.75230974,10
US_0003042,271.9822174,0.675932263,14.97939839,1443.69984,549.0012,-85.9074506,36.08731209,5
US_0003045,175.7657547,0.715205193,15.29957275,1287.976923,19.80391,-86.7063414,36.28445246,5
US_0003052,202.150623,0.438323879,15.16634704,1319.653974,246.9554,-86.7190478,36.11757476,5
US_0003060,239.7012588,0.39736588,15.03311981,1366.87652,538.0381,-86.881743,35.948166,5
US_0003107,498.37,0.62,13.68,1147.71,79,-82.6504274,36.2059377,5
US_0003111,711.49,1.87,12.92,1236.59,1688.4,-83.1753042,36.12633749,10
US_0003132,403.2401978,0.604674,14.14038485,1180.294872,11.52382,-83.0465542,36.37981674,5
US_0003176,493.1460639,0.377499412,13.8030631,1499.175769,442.91,-84.7182771,36.1031293,5
US_0003208,423.33,1.95,14.97,1557.95,131,-85.9174783,34.93424968,10
US_0003240,288.59,0.48,15.07,1457.29,35.7,-86.340271,35.52729537,5
US_0003241,307.1202144,0.372935858,15.07564112,1477.359639,1070.918,-86.4625967,35.48290044,5
US_0003254,143.3447729,0.197682026,14.92079789,1389.923504,71.51038,-88.07586979,36.0470043,5
US_0003279,440.0888631,0.381242167,4.824216885,882.2050916,674.8223,-90.3799017,46.53689125,1
US_0003323,474.406725,0.266538798,4.421080773,819.5328938,2708.244,-88.2154106,45.94745319,1
US_0003330,467.1279933,0.246810408,4.656104552,819.7207135,6400.441,-87.9805556,45.76777778,1
US_0003344,304.4698563,0.235954313,6.163987783,818.8423958,2404.544,-87.98388889,44.86055556,12
US_0003357,391.7533196,0.268621506,5.794762783,811.6220827,223.6666,-88.8442729,44.8980311,12
US_0003362,303.2247835,0.206962288,6.597910147,827.8104086,13700.86,-88.5409472,44.013595,12
US_0003364,297.4297976,0.206823986,6.597910147,827.2435857,15349.97,-88.4230556,44.24805556,12
US_0003366,274.2731459,0.153901,7.868803733,778.9705128,19.98757,-87.9400994,44.42249308,12
US_0003368,293.1912269,0.2096146,6.715500233,823.7106892,16176.05,-88.01,44.5286111,12
US_0003383,215.2361679,0.231511,9.121367748,845.3179487,23.12768,-87.9519444,42.9897222,12
US_0003395,207.2933461,0.311864024,10.51196595,1026.697265,136.9681,-86.904197,41.72281688,12
US_0003396,212.8256122,0.218325208,10.46269842,1023.167877,298.5852,-86.5750216,41.87365438,12
US_0003408,274.49,0.12,10.22,979.65,91.7,-85.7002676,41.675328,12
US_0003410,290.77,0.11,10.14,979.21,142,-85.475537,41.48171619,12
US_0003423,278.0170414,0.14741065,9.767094172,903.400641,118.4838,-85.13166,42.3964281,12
US_0003462,294.2378213,0.153507714,8.340545043,905.7931197,963.4312,-85.5955989,43.43085818,12
US_0003471,288.2092372,0.336372,7.272649679,867.2564103,19.09149,-85.820905,44.3630596,12
US_0003475,352.6726754,0.399766559,6.993151078,838.5390911,3545.51,-85.94174209,44.25944997,12
US_0003477,263.6179458,0.229951817,7.172673274,849.6693257,334.1042,-86.0348123,44.6680551,12
US_0003478,318.6524658,0.263341939,6.785042983,831.0731868,349.5183,-85.436731,44.65667,12
US_0003499,368.8900231,0.287820422,6.769853751,788.6127683,3983.112,-83.83776619,44.61279117,12
US_0003574,198.9141984,0.053408626,10.10825336,892.5608974,224.3202,-83.4535445,41.86699035,12
US_0003591,250.15,0.1,10.3,915.79,4.23,-84.6910667,41.3617172,12
US_0003612,232.5921631,0.650867027,10.24893184,963.3517094,45.5443,-82.51378249,41.34838289,12
US_0003621,342.0721474,0.499336,10.16880373,1029.653846,19.6198,-81.6342897,41.1689439,12
US_0003622,324.6219423,0.342722598,10.16880373,1021.998291,79.4492,-81.583731,41.16311095,12
US_0003623,321.79,0.33,10.11,1052.97,83.9,-81.5273419,41.38449868,12
US_0003626,323.6660814,0.378642872,10.14522812,1040.33123,2208.421,-81.680963,41.46255164,12
US_0003630,292.63,0.36,9.99,1076.8,685,-81.2278789,41.7189339,12
US_0003645,263.32,0.44,8.53,1002.7,81.6,-78.7636111,42.97777778,12
US_0003651,502.73,1.19,7.87,951.36,88.9,-77.7041667,42.53555556,12
US_0003658,464.98,1.21,7.88,1002.23,39.1,-78.1375,42.74416667,12
US_0003670,423.1833656,1.376457751,8.516880476,1043.946368,104.2737,-76.435,42.40305556,12
US_0003692,400.4556544,0.734762703,7.57215303,1344.016861,650.3599,-76.0376944,43.53119444,12
US_0003717,153.5878503,0.837008743,6.757906156,870.7028846,176.5899,-73.415,44.9022222,12
US_0003720,231.0601043,1.431814483,5.96752157,902.1628205,174.9474,-73.4961111,44.59416667,12
US_0003734,124.1093403,0.680095683,7.831837691,972.1911538,160.0536,-73.2490117,44.19810987,12
US_0003766,309.0708641,0.080280031,6.263918027,590.8221217,1314.926,-96.5792389,46.1521813,12
US_0003814,315.255544,0.0339521,4.644230818,515.0435897,4.5804,-97.5145305,47.9319336,1
US_0003868,400.639188,0.14945871,5.821234783,710.6120742,31808.65,-94.145822,45.5471875,12
US_0003944,303.0430452,0.610072824,7.414163822,855.7603872,443.3587,-90.8105556,43.9375,12
US_0003996,359.1091338,0.187615383,8.345245777,901.4367476,895.3011,-92.2574003,42.83609117,12
US_0004002,218.7314401,0.151412967,10.41517104,917.291453,149.3356,-90.5240237,41.54614409,12
US_0004005,294.1320718,0.228614893,8.24504016,826.3871795,1186.3,-88.6322222,43.45027778,12
US_0004021,291.2791901,0.207297,8.684188219,912.8230769,3.928805,-88.5608333,42.6408333,12
US_0004023,299.66,0.19,8.68,918.73,39.8,-88.6248244,42.61473739,12
US_0004034,315.423848,0.316252932,8.056196604,878.5275641,51.42288,-89.5394444,42.97694444,12
US_0004062,309.0999066,0.191373787,9.067384573,882.508288,8068.189,-91.5301698,41.71529327,12
US_0004065,248.9478742,0.161389182,10.1150489,918.5442308,155.7941,-91.7401737,41.7183455,12
US_0004104,222.7746028,0.091888483,11.06939714,945.1430769,155.8944,-91.5515497,41.0069727,12
US_0004128,359.8903289,0.163296829,9.250853942,831.1317851,9104.891,-93.7035539,41.5616561,12
US_0004137,362.4589137,0.159794684,8.806001565,805.4096753,30837.24,-93.3382647,41.4886016,12
US_0004164,248.5053227,0.094774403,12.36012833,1062.991966,467.3125,-91.8343322,39.3558733,12
US_0004211,225.0434716,0.176880265,9.848344265,935.9467033,237.2947,-87.9592309,41.8861411,12
US_0004216,220.1,0.22,10.2,972.01,13,-87.9627778,41.70777778,12
US_0004222,199.5073128,0.071841767,9.968632429,914.8602176,316.6978,-87.7058333,41.97416667,12
US_0004238,231.6373917,0.101450282,10.08611139,952.9987179,90.0612,-88.20388889,41.85638889,12
US_0004242,222.0752311,0.178563811,10.08611139,955.0333333,60.64767,-88.0477778,41.83166667,12
US_0004243,225.2476031,0.149547,10.08611141,966.5970085,28.66574,-88.06888889,41.80194444,12
US_0004258,263.74,0.26,9.93,950.15,51.7,-88.3408333,41.93277778,12
US_0004287,235.07,0.12,11.39,971.22,240,-88.3222753,40.31058887,12
US_0004290,219.45,0.09,11.73,1012.55,938,-88.9764673,39.83114814,12
US_0004301,247.67,0.15,11.25,972.3,34.4,-89.0280556,40.47194444,12
US_0004321,209.1810842,0.057953125,11.88528332,1035.233574,969.0811,-88.3864406,39.7030884,12
US_0004325,209.98,0.06,12.17,1037.38,112,-88.6625657,39.73114568,12
US_0004339,185.4348332,0.111372207,13.03940171,1031.775478,1742.939,-89.4989718,38.77588058,12
US_0004347,153.97,0.16,13.5,1111.42,88,-89.0405556,38.25388889,5
US_0004349,160.8,0.21,13.2,1120.63,76.9,-88.87138889,38.28638889,12
US_0004367,2027.573716,2.120350674,5.277350517,323.2721612,397.9087,-113.3132694,45.80754167,9
US_0004371,2142.032568,3.247351857,5.202752816,339.0956197,3985.917,-112.5560917,45.4400944,4
US_0004459,2577.51154,4.952919492,2.426782692,603.596398,275.8636,-110.164775,44.86898889,4
US_0004521,2607.812596,5.353018646,2.414697601,533.4734007,1799.869,-109.4304399,44.46967158,4
US_0004585,1245.84,0.66,7.82,360.8,1237,-105.3533268,44.9269288,8
US_0004593,641.8893993,0.171971976,5.051115195,444.8243419,1192.38,-102.214893,47.94862396,1
US_0004594,625.1702931,0.267153574,5.357241508,435.012967,530.4446,-102.1076687,47.73778499,1
US_0004617,774.4992613,0.303943717,5.925048522,418.9249328,3911.817,-102.0793279,46.6569506,1
US_0004622,723.3145275,0.35197947,6.023212598,426.3192472,7485.234,-101.2136111,46.7033333,1
US_0004636,614.577699,0.3294796,5.772824483,467.5466317,1999.443,-100.2526142,46.2686015,1
US_0004637,626.23,0.27,7.3,434.94,355,-100.5593015,45.7119422,12
US_0004655,1099.37,0.33,9.03,418.07,188,-103.2265866,43.18803166,8
US_0004658,1555.03,1.05,7.2,476.78,45.6,-103.4765835,43.58137177,8
US_0004661,1683.58,1.14,7.62,503.69,105,-103.3679713,43.7172105,8
US_0004670,2028.74,1.67,6.89,534.83,7.84,-103.8615912,44.13387149,8
US_0004677,1656.12,1.22,7.62,520.29,456,-103.095844,44.0236549,8
US_0004680,1551.07,1.1,7.47,556.09,127,-103.2987949,44.131654,8
US_0004682,1729.86,2.29,6.89,605.39,21.5,-103.5968592,44.2947073,9
US_0004683,1231.63,1.34,7.66,562.66,211,-103.1512907,44.2402646,8
US_0004695,1400.5,2.46,7.25,534.08,40.7,-104.0057655,44.5705398,8
US_0004696,1947.26,1.37,6.95,554.87,64.8,-103.8681641,44.29921736,8
US_0004698,1868.37,1.34,7.08,556,27.8,-103.9359118,44.3496865,8
US_0004699,1858.513666,1.53173479,6.986253604,564.0769841,369.5175,-103.8949267,44.40165056,8
US_0004705,1644.78,1.97,6.89,622.69,56.5,-103.6293606,44.4422065,8
US_0004706,1466.77,1.76,7.06,613.01,77.3,-103.5719867,44.54175655,8
US_0004707,1341.16,1.49,7.31,617.78,102,-103.4807452,44.617485,8
US_0004709,955.1,0.35,8,538.84,460,-103.366697,44.65265259,12
US_0004711,1684.93,1.32,6.89,620.81,15.7,-103.6354716,44.3355403,8
US_0004716,780.323861,0.291036741,8.651413685,435.913663,626.5574,-101.767229,43.9690175,12
US_0004722,1156.29,0.7,8.54,412.2,1367,-102.8357327,43.013036,8
US_0004727,789.66,0.45,8.72,473.07,273,-101.2279205,43.75527266,12
US_0004737,497.1798074,0.198177593,8.507589988,591.171891,1897.061,-98.9706446,43.3272192,12
US_0004738,469.81,0.31,8.92,626.59,594,-98.1063243,42.9235524,12
US_0004752,794.66,0.35,8.74,516.36,532,-100.1070671,43.12917164,12
US_0004763,487.593705,0.108767489,4.666368912,471.8247703,2813.007,-98.7976057,47.3997189,1
US_0004789,465.09,0.17,8.17,647.87,446,-97.1097788,43.44525895,12
US_0004803,536.5,0.2,7.12,625.48,3778,-96.7113274,43.56700265,12
US_0004905,2649.624672,4.047414838,4.83519817,489.3454545,462.6931,-105.17325,39.65202778,4
US_0004914,3484.943164,3.675482829,0.807478647,663.6680912,38.30527,-105.7002821,39.68720955,4
US_0004915,2920.455566,8.54455,0.807478647,577.4435897,5.584367,-105.661947,39.7519319,4
US_0004916,3402.692869,4.921841735,0.807478656,656.2389744,369.3522,-105.6600025,39.75887636,4
US_0004919,3132.070971,4.715876898,1.781213039,584.5247394,854.6102,-105.3997159,39.74887674,4
US_0004932,2560.113583,3.131787666,4.830714666,519.4497041,800.3119,-105.1788754,40.05165184,4
US_0004952,2161.877285,0.976129513,6.178119721,371.4307692,680.1685,-104.8285796,41.13109269,8
US_0004961,745.2924744,0.23690867,10.58482901,594.6894872,206.7372,-99.3989885,40.7288988,12
US_0004968,504.8971435,0.07535604,10.31165492,689.1960839,263.0633,-97.7138889,41.2972222,12
US_0004995,532.52,0.21,9.37,604.68,671,-97.4785278,42.1485,12
US_0005007,412.2640586,0.321457037,11.22094057,732.1320513,152.9,-96.796965,40.7675026,12
US_0005008,417.2022349,0.337481985,11.21517137,724.3206154,240.7616,-96.8060833,40.81080556,12
US_0005013,410.1416671,0.306942169,11.03330749,760.0110454,1966.382,-96.6241795,40.8861114,12
US_0005019,339.4233513,0.128273,10.53995741,800.2423077,22.20046,-96.3869444,41.14638889,12
US_0005089,857.72,0.24,11.6,525.68,590,-100.1006875,39.769727,12
US_0005104,991.5,0.3,11.74,478.02,5760,-99.3470492,38.71167927,8
US_0005105,988.56,0.3,11.76,479.31,5810,-99.292325,38.71223475,8
US_0005116,697.32,0.34,12.18,558.95,1917,-98.4903429,38.9747332,12
US_0005119,782.11,0.31,12.25,549.15,11730,-97.4833639,38.86389009,12
US_0005127,733.13,0.32,11.81,532.86,1502,-99.1017567,39.4397325,12
US_0005129,649.78,0.32,11.8,572.18,5340,-98.2836658,39.4738987,12
US_0005145,475.19,0.15,11.19,733.74,4777,-96.6622425,39.8419463,12
US_0005161,401.68,0.17,12.63,898.74,16.9,-95.962771,39.5658287,12
US_0005162,387.03,0.28,12.72,900.45,49.3,-95.9505944,39.4631449,12
US_0005165,348.25,0.22,12.65,902.44,431,-95.532756,39.5213873,12
US_0005166,334.32,0.25,12.83,925.06,1141,-95.4038634,39.07500017,12
US_0005177,317.19,0.21,13.53,1042.98,46,-94.6757906,38.8125082,5
US_0005180,308.22,0.18,13.53,1044.67,26.6,-94.6713469,38.9405621,5
US_0005215,277.1930433,0.157361,11.83717972,1056.009231,43.43322,-92.49325,39.89730556,12
US_0005227,386.52,0.28,12.84,930.91,177,-95.961657,38.56695524,12
US_0005231,365.26,0.26,12.93,930.73,114,-95.8383205,38.7091737,12
US_0005239,320.66,0.23,13.49,994.42,2669,-94.7724591,38.34529858,12
US_0005243,281.5534332,0.241697289,13.90807399,1081.603526,1288.947,-94.3693056,37.99480556,5
US_0005245,294.19,0.22,14.03,1087.86,292,-94.7919095,37.81754116,5
US_0005253,410.4522923,0.332935184,13.90427345,1142.475641,35.87338,-93.2494722,37.26638889,5
US_0005265,369.8547381,0.354183591,13.76679303,1112.486382,937.483,-92.9243495,37.6842067,5
US_0005272,289.3066817,0.279392956,13.72035112,1073.208741,37600.19,-92.20825,38.42144444,5
US_0005286,219.4064301,0.35803,13.33824801,1015.010256,11.01781,-90.6724167,38.60980556,12
US_0005287,200.5974676,0.308549,13.33824801,1011.021154,29.52796,-90.6191667,38.6578333,12
US_0005289,187.4069595,0.371937,13.33824801,1010.784615,15.68401,-90.5270278,38.64644444,12
US_0005291,175.464778,0.45796597,13.78290636,1014.214103,32.9989,-90.4474722,38.728,5
US_0005294,169.730531,0.191642547,13.78290636,1012.658547,100.5364,-90.25125,38.818,5
US_0005296,158.2261505,0.184149,13.78290636,1011.792308,13.32649,-90.1969167,38.76227778,5
US_0005299,186.8036484,0.317442,13.78290636,1017.744872,22.51805,-90.3236944,38.66825,5
US_0005308,164.5528809,0.287389,13.78290636,1017.710256,10.68886,-90.3235278,38.57669444,5
US_0005329,193.5903931,0.458436,13.61111149,1020.978205,18.21518,-90.5141111,38.53441667,5
US_0005330,179.8762444,0.26976,13.33824801,1014.951923,22.72172,-90.5114722,38.55175,12
US_0005336,173.0607605,0.300838,13.84337638,1020.44359,18.72981,-90.3410278,38.48327778,5
US_0005361,160.86,0.27,16.16,1423.26,210,-89.246736,35.03258978,5
US_0005365,130.0346192,0.238689587,16.39791692,1384.662703,1995.108,-89.9756447,35.1878666,5
